title,abstract,cited,rigor,novelty,grammar,replicability,accessibility,mathematics,computer_sciences,physical_sciences,chemical_sciences,earth_and_related_sciences,biological_sciences,other_natural_sciences,civil_engineering,electrical_engineering,mechanical_engineering,chemical_engineering,materials_engineering,environmental_engineering,evironmental_biotechnology,industrial_biotechnology,nano-technology,other_engineering_and_technologies,basic_medicine,clinical_medicine,health_sciences,medical_biotechnology,other_medical_sciences,agriculture_forestry_and_fisheries,animal_and_dairy_science,veterinary_science,agricultural_biotechnology,other_agricultural_sciences,psychology,economics_and_business,education,sociology,law,political_science,social_and_economic_geography,media_and_communications,other_social_sciences,history_and_archaeology,languages_and_literature,philosophy_ethics_and_religion,arts,other_humanities_and_the_arts,applied_research,conclusive_research,correlational_research,descriptive_research,ethnographic_research,experiment,exploratory_research,focus_groups,interviews,mixed_methods,observation,qualitative_research,quantitative_research,questionnaires,secondary_research,survey_methodology
A COVID-19 Hotspot Area: Activities and Epidemiological Findings,"By late March 2020, Villa Caldari, a small village of the municipality of Ortona (Abruzzo region), was registering an incidence rate of COVID-19 cases ten times greater than the overall municipality and was declared a hotspot area. Twenty-two days later, epidemiological investigation and sampling were performed, to evaluate SARS-CoV-2 circulation and the presence of SARS-CoV-2 antibodies. Overall, 681 nasopharyngeal swabs and 667 blood samples were collected. Only one resident of the village resulted in being positive for RNA viral shedding, while 73 were positive for SARS-CoV-2 antibodies. The overall seroprevalence was 10.9%. The difference between the seroprevalence of infection in asymptomatic and symptomatic individuals was significant (χ(2) = 14.50 p-value = 0.0001). Amongst the residents positive for antibodies, fatigue and/or muscle pain, fever and anosmia were the most experienced symptoms, whose most frequent onset was observed during the first two weeks of March. Familial and habit-related clusters were highlighted. Nevertheless, the investigations showed a low SARS-CoV-2 circulation in the village at the time of the sampling, demonstrating virus transmission could be limited when strict emergency measures are followed. Given the favorable results, the emergency measures were then lifted.",1,high,high,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computational Approaches to Influenza Surveillance: Beyond Timeliness,"Several digital data sources and systems have been advanced for use in augmenting traditional influenza surveillance systems. Although timeliness is one of the main advantage of these tools, there are several other recognizable uses and potential impact of these systems on the public and global public health.",1,medium,medium,1,0,medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People’s Experiences and Satisfaction With Telehealth During the COVID-19 Pandemic in Australia: Cross-Sectional Survey Study,"BACKGROUND: In response to the COVID-19 pandemic, telehealth has rapidly been adopted to deliver health care services around the world. To date, studies have not compared people’s experiences with telehealth services during the pandemic in Australia to their experiences with traditional in-person visits. OBJECTIVE: This study aimed to compare participants’ perceptions of telehealth consults to their perceptions of traditional in-person visits and investigate whether people believe that telehealth services would be useful after the pandemic. METHODS: A national, cross-sectional, community survey was conducted between June 5 and June 12, 2020 in Australia. In total, 1369 participants who were aged ≥18 years and lived in Australia were recruited via targeted advertisements on social media (ie, Facebook and Instagram). Participants responded to survey questions about their telehealth experience, which included a free-text response option. A generalized linear model was used to estimate the adjusted relative risks of having a poorer telehealth experience than a traditional in-person visit experience. Content analysis was performed to determine the reasons why telehealth experiences were worse than traditional in-person visit experiences. RESULTS: Of the 596 telehealth users, the majority of respondents (n=369, 61.9%) stated that their telehealth experience was “just as good as” or “better than” their traditional in-person medical appointment experience. On average, respondents perceived that telehealth would be moderately useful to very useful for medical appointments after the COVID-19 pandemic ends (mean 3.67, SD 1.1). Being male (P=.007), having a history of both depression and anxiety (P=.016), and lower patient activation scores (ie, individuals’ willingness to take on the role of managing their health/health care) (P=.036) were significantly associated with a poor telehealth experience. In total, 6 overarching themes were identified from free-text responses for why participants’ telehealth experiences were poorer than their traditional in-person medical appointment experiences, as follows: communication is not as effective, limitations with technology, issues with obtaining prescriptions and pathology results, reduced confidence in their doctor, additional burden for complex care, and inability to be physically examined. CONCLUSIONS: Based on our sample’s responses, telehealth appointment experiences were comparable to traditional in-person medical appointment experiences. Telehealth may be worthwhile as a mode of health care delivery while the pandemic continues, and it may continue to be worthwhile after the pandemic.",1,medium,low,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
Hypofractionated radiotherapy alone with 2.4 Gy per fraction for head and neck cancer during the COVID‐19 pandemic: The Princess Margaret experience and proposal,"BACKGROUND: The objective of this study was to identify a subgroup of patients with head and neck squamous cell carcinoma (HNSCC) who might be suitable for hypofractionated radiotherapy (RT‐hypo) during the COVID‐19 pandemic. METHODS: HNSCC cases (oropharynx/larynx/hypopharynx) treated with definitive RT‐hypo (60 Gy in 25 fractions over 5 weeks), moderately accelerated radiotherapy (RT‐acc) alone (70 Gy in 35 fractions over 6 weeks), or concurrent chemoradiotherapy (CCRT) during 2005‐2017 were included. Locoregional control (LRC) and distant control (DC) after RT‐hypo, RT‐acc, and CCRT were compared for various subgroups. RESULTS: The study identified 994 human papillomavirus–positive (HPV+) oropharyngeal squamous cell carcinoma cases (with 61, 254, and 679 receiving RT‐hypo, RT‐acc, and CCRT, respectively) and 1045 HPV– HNSCC cases (with 263, 451, and 331 receiving RT‐hypo, RT‐acc, and CCRT, respectively). The CCRT cohort had higher T/N categories, whereas the radiotherapy‐alone patients were older. The median follow‐up was 4.6 years. RT‐hypo, RT‐acc, and CCRT produced comparable 3‐year LRC and DC for HPV+ T1‐2N0‐N2a disease (seventh edition of the TNM system [TNM‐7]; LRC, 94%, 100%, and 94%; P = .769; DC, 94%, 100%, and 94%; P = .272), T1‐T2N2b disease (LRC, 90%, 94%, and 97%; P = .445; DC, 100%, 96%, and 95%; P = .697), and T1‐2N2c/T3N0‐N2c disease (LRC, 89%, 93%, and 95%; P = .494; DC, 89%, 90%, and 87%; P = .838). Although LRC was also similar for T4/N3 disease (78%, 84%, and 88%; P = .677), DC was significantly lower with RT‐hypo or RT‐acc versus CCRT (67%, 65%, and 87%; P = .005). For HPV– HNSCC, 3‐year LRC and DC were similar with RT‐hypo, RT‐acc, and CCRT in stages I and II (LRC, 85%, 89%, and 100%; P = .320; DC, 99%, 98%, and 100%; P = .446); however, RT‐hypo and RT‐acc had significantly lower LRC in stage III (76%, 69%, and 91%; P = .006), whereas DC rates were similar (92%, 85%, and 90%; P = .410). Lower LRC in stage III predominated in patients with laryngeal squamous cell carcinoma receiving RT‐acc (62%) but not RT‐hypo (80%) or CCRT (92%; RT‐hypo vs CCRT: P = .270; RT‐acc vs CCRT: P = .004). CCRT had numerically higher LRC in comparison with RT‐hypo or RT‐acc in stage IV (73%, 65%, and 66%; P = .336). CONCLUSIONS: It is proposed that RT‐hypo be considered in place of CCRT for HPV+ T1‐T3N0‐N2c (TNM‐7) HNSCCs, HPV– T1‐T2N0 HNSCCs, and select stage III HNSCCs during the COVID‐19 outbreak.",1,high,low,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We shouldn’t worry when a virus mutates during disease outbreaks,"Mutation. The word naturally conjures fears of unexpected and freakish changes. Ill-informed discussions of mutations thrive during virus outbreaks, including the ongoing spread of SARS-CoV-2. In reality, mutations are a natural part of the virus life cycle and rarely impact outbreaks dramatically.",1,low,low,0,0,medium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identification of SARS-CoV-2 Cell Entry Inhibitors by Drug Repurposing Using in silico Structure-Based Virtual Screening Approach,"The rapidly spreading, highly contagious and pathogenic SARS-coronavirus 2 (SARS-CoV-2) associated Coronavirus Disease 2019 (COVID-19) has been declared as a pandemic by the World Health Organization (WHO). The novel 2019 SARS-CoV-2 enters the host cell by binding of the viral surface spike glycoprotein (S-protein) to cellular angiotensin converting enzyme 2 (ACE2) receptor. The virus specific molecular interaction with the host cell represents a promising therapeutic target for identifying SARS-CoV-2 antiviral drugs. The repurposing of drugs can provide a rapid and potential cure toward exponentially expanding COVID-19. Thereto, high throughput virtual screening approach was used to investigate FDA approved LOPAC library drugs against both the receptor binding domain of spike protein (S-RBD) and ACE2 host cell receptor. Primary screening identified a few promising molecules for both the targets, which were further analyzed in details by their binding energy, binding modes through molecular docking, dynamics and simulations. Evidently, GR 127935 hydrochloride hydrate, GNF-5, RS504393, TNP, and eptifibatide acetate were found binding to virus binding motifs of ACE2 receptor. Additionally, KT203, BMS195614, KT185, RS504393, and GSK1838705A were identified to bind at the receptor binding site on the viral S-protein. These identified molecules may effectively assist in controlling the rapid spread of SARS-CoV-2 by not only potentially inhibiting the virus at entry step but are also hypothesized to act as anti-inflammatory agents, which could impart relief in lung inflammation. Timely identification and determination of an effective drug to combat and tranquilize the COVID-19 global crisis is the utmost need of hour. Further, prompt in vivo testing to validate the anti-SARS-CoV-2 inhibition efficiency by these molecules could save lives is justified.",1,high,high,0,1,high,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Early type I IFN blockade improves the efficacy of viral vaccines,"Type I interferons (IFN-I) are a major antiviral defense and are critical for the activation of the adaptive immune system. However, early viral clearance by IFN-I could limit antigen availability, which could in turn impinge upon the priming of the adaptive immune system. In this study, we hypothesized that transient IFN-I blockade could increase antigen presentation after acute viral infection. To test this hypothesis, we infected mice with viruses coadministered with a single dose of IFN-I receptor–blocking antibody to induce a short-term blockade of the IFN-I pathway. This resulted in a transient “spike” in antigen levels, followed by rapid antigen clearance. Interestingly, short-term IFN-I blockade after coronavirus, flavivirus, rhabdovirus, or arenavirus infection induced a long-lasting enhancement of immunological memory that conferred improved protection upon subsequent reinfections. Short-term IFN-I blockade also improved the efficacy of viral vaccines. These findings demonstrate a novel mechanism by which IFN-I regulate immunological memory and provide insights for rational vaccine design.",1,high,high,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
Validation of the safety of MDCK cells as a substrate for the production of a cell-derived influenza vaccine,"Cell culture-based production methods may assist in meeting increasing demand for seasonal influenza vaccines and developing production flexibility required for addressing influenza pandemics. MDCK-33016PF cells are used in propagation of a cell-based seasonal influenza vaccine (Optaflu(®)); but, like most continuous cell lines, can grow in immunocompromised mice to produce tumors. It is, therefore, essential that no residual cells remain within the vaccine, that cell lysates or DNA are not oncogenic, and that the cell substrate does not contain oncogenic viruses or oncogenic DNA. Multiple, redundant processes ensure the safety of influenza vaccines produced in MDCK-33016PF cells. The probability of a residual cell being present in a dose of vaccine is approximately 1 in 10(34). Residual MDCK-DNA is ≤10 ng per dose and the ß-propiolactone used to inactivate influenza virus results in reduction of detectable DNA to less than 200 base pairs (bp). Degenerate PCR and specific PCR confirm exclusion of oncogenic viruses. The manufacturing process has been validated for its capacity to remove and inactivate viruses. We conclude that the theoretical risks arising from manufacturing seasonal influenza vaccine using MDCK-33016PF cells are reduced to levels that are effectively zero by the multiple, orthogonal processes used during production.",1,high,low,0,1,high,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Causal Closure of Physics in Real World Contexts,"The causal closure of physics is usually discussed in a context free way. Here I discuss it in the context of engineering systems and biology, where strong emergence takes place due to a combination of upwards emergence and downwards causation (Ellis, Emergence in Solid State Physics and Biology, 2020, arXiv:2004.13591). Firstly, I show that causal closure is strictly limited in terms of spatial interactions because these are cases that are of necessity strongly interacting with the environment. Effective Spatial Closure holds ceteris parabus, and can be violated by Black Swan Events. Secondly, I show that causal closure in the hierarchy of emergence is a strictly interlevel affair, and in the cases of engineering and biology encompasses all levels from the social level to the particle physics level. However Effective Causal Closure can usefully be defined for a restricted set of levels, and one can experimentally determine Effective Theories that hold at each level. This does not however imply those effective theories are causally complete by themselves. In particular, the particle physics level is not causally complete by itself in the contexts of solid state physics (because of interlevel wave–particle duality), digital computers (where algorithms determine outcomes), or biology (because of time dependent constraints). Furthermore Inextricably Intertwined Levels occur in all these contexts.",1,medium,high,0,0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comparison of potency assays to assess SARS-CoV-2 neutralizing antibody capacity in COVID-19 convalescent plasma,"Convalescent plasma is plasma collected from individuals after resolution of an infection and the development of antibodies. Passive antibody administration by transfusion of convalescent plasma is currently in clinical evaluations to treat COVID-19 patients. The level of neutralizing antibodies vary among convalescent patients and fast and simple methods to identify suitable plasma donations are needed. We compared three methods to determine the SARS-CoV-2 neutralizing activity of human convalescent plasma: life virus neutralization by plaque reduction assay, a lentiviral vector based pseudotype neutralization assay and a competition ELISA-based surrogate virus neutralization assay (sVNT). Neutralization activity correlated among the different assays; however the sVNT assay was overvaluing the low neutralizing plasma. On the other hand, the sVNT assay required the lowest biosafety level, is fast and is sufficient to identify highly neutralizing plasma samples. Though weakly neutralizing samples were more reliable detected by the more challenging lentiviral vector based assays or virus neutralization assays. Spike receptor binding competition assays are suitable to identify highly neutralizing plasma samples under low biosafety requirements. Detailed analysis of in vitro neutralization activity requires more sophisticated methods that have to be performed under higher biosafety levels.",1,medium,medium,0,0,medium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sequence-Specific Fidelity Alterations Associated with West Nile Virus Attenuation in Mosquitoes,"High rates of error-prone replication result in the rapid accumulation of genetic diversity of RNA viruses. Recent studies suggest that mutation rates are selected for optimal viral fitness and that modest variations in replicase fidelity may be associated with viral attenuation. Arthropod-borne viruses (arboviruses) are unique in their requirement for host cycling and may necessitate substantial genetic and phenotypic plasticity. In order to more thoroughly investigate the correlates, mechanisms and consequences of arbovirus fidelity, we selected fidelity variants of West Nile virus (WNV; Flaviviridae, Flavivirus) utilizing selection in the presence of a mutagen. We identified two mutations in the WNV RNA-dependent RNA polymerase associated with increased fidelity, V793I and G806R, and a single mutation in the WNV methyltransferase, T248I, associated with decreased fidelity. Both deep-sequencing and in vitro biochemical assays confirmed strain-specific differences in both fidelity and mutational bias. WNV fidelity variants demonstrated host-specific alterations to replicative fitness in vitro, with modest attenuation in mosquito but not vertebrate cell culture. Experimental infections of colonized and field populations of Cx. quinquefaciatus demonstrated that WNV fidelity alterations are associated with a significantly impaired capacity to establish viable infections in mosquitoes. Taken together, these studies (i) demonstrate the importance of allosteric interactions in regulating mutation rates, (ii) establish that mutational spectra can be both sequence and strain-dependent, and (iii) display the profound phenotypic consequences associated with altered replication complex function of flaviviruses.",1,high,high,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Manifestations and Outcomes of Critically Ill Children and Adolescents with COVID-19 in New York City,"OBJECTIVES: To describe the clinical manifestations and outcomes of critically ill children with coronavirus disease-19 (COVID-19) in New York City. STUDY DESIGN: Retrospective observational study of children 1 month to 21 years admitted March 14 to May 2, 2020 to 9 New York City pediatric intensive care units (PICUs) with SARS-CoV-2 infection. RESULTS: Of 70 children admitted to PICUs: median age 15 [IQR 9, 19] years; 61.4% male; 38.6% Hispanic; 32.9% Black; 74.3% with comorbidities. Fever (72.9%) and cough (71.4%) were the common presenting symptoms. Twelve patients (17%) met severe sepsis criteria; 14 (20%) required vasopressor support; 21 (30%) developed acute respiratory distress syndrome (ARDS); 9 (12.9%) met acute kidney injury criteria; 1 (1.4%) required renal replacement therapy, and 2 (2.8%) had cardiac arrest. For treatment, 27 (38.6%) patients received hydroxychloroquine; 13 (18.6%) remdesivir; 23 (32.9%) corticosteroids; 3 (4.3%) tocilizumab; 1 (1.4%) anakinra; no patient was given immunoglobulin or convalescent plasma. Forty-nine (70%) patients required respiratory support: 14 (20.0%) non-invasive mechanical ventilation, 20 (28.6%) invasive mechanical ventilation (IMV), 7 (10%) prone position, 2 (2.8%) inhaled nitric oxide, and 1 (1.4%) extracorporeal membrane oxygenation. Nine (45%) of the 20 patients requiring IMV were extubated by day 14 with median IMV duration of 218 [IQR 79, 310.4] hours. Presence of ARDS was significantly associated with duration of PICU and hospital stay, and lower probability of PICU and hospital discharge at hospital day 14 (P < .05 for all). CONCLUSIONS: Critically ill children with COVID-19 predominantly are adolescents, have comorbidities, and require some form of respiratory support. The presence of ARDS is significantly associated with prolonged PICU and hospital stay.",1,high,low,0,1,high,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0
The ProTides Boom,"The masking of nucleoside phosphate and phosphonate groups by an aryl motif and an amino acid ester, nowadays known as the ‘ProTide’ technology, has proven to be effective in the discovery of nucleotide therapeutics. Indeed, this technology, which was invented by Chris McGuigan in the early 1990s, has inspired the discovery of two FDA‐approved antiviral nucleotide drugs, and many more are currently undergoing (pre)clinical development. The usefulness of this technology in the discovery of nucleotide therapeutics is showcased in this Highlight by discussing the ProTides development and the various ProTides that have reached clinical trials.",1,high,high,0,0,high,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Association of hepatitis B virus mutations in basal core promoter and precore regions with severity of liver disease: an investigation of 793 Chinese patients with mild and severe chronic hepatitis B and acute-on-chronic liver failure,"OBJECTIVE: To investigate the features of hepatitis B virus (HBV) basal core promoter/precore (BCP/PC) mutations and genotypes in a large number of mild/severe chronic hepatitis B (CHB-M/CHB-S), and acute-on-chronic liver failure (ACLF) patients and analyze the clinical implications of the virologic features. PATIENTS AND METHODS: Sera of 793 (325 CHB-M, 170 CHB-S, and 298 ACLF) patients admitted to or who had visited Beijing 302 Hospital from January 2005 to December 2008 were collected and successfully amplified for the HBV BCP/PC and a 1225-bp-long S/Pol (nt 54–1278) gene regions. Biochemical and serological parameters and HBV DNA level were routinely performed. Viral DNA was extracted and subjected to a nested PCR. Genotypes/subgenotypes were determined based on complete genomic sequence or on analysis of the 1225-bp-long S/Pol-gene sequence. HBV genotyping was performed by direct PCR sequencing followed by molecular evolutionary analysis of the viral sequences. A P value of <0.05 (two-sided) was considered to be statistically significant. CONCLUSIONS: Our findings suggest that CHB patients infected with BCP/PC mutant viruses are more susceptible to severe hepatitis and ACLF than those with the BCP/PC wild-type virus and that ACLF patients with PC mutant viruses have an increased risk of death. As such, the HBV PC mutation is a potential predictive indicator of ACLF outcome.",1,high,high,0,1,high,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Human antibodies neutralizing diphtheria toxin in vitro and in vivo,"Diphtheria is an infectious disease caused by Corynebacterium diphtheriae. The bacterium primarily infects the throat and upper airways and the produced diphtheria toxin (DT), which binds to the elongation factor 2 and blocks protein synthesis, can spread through the bloodstream and affect organs, such as the heart and kidneys. For more than 125 years, the therapy against diphtheria has been based on polyclonal horse sera directed against DT (diphtheria antitoxin; DAT). Animal sera have many disadvantages including serum sickness, batch-to-batch variation in quality and the use of animals for production. In this work, 400 human recombinant antibodies were generated against DT from two different phage display panning strategies using a human immune library. A panning in microtiter plates resulted in 22 unique in vitro neutralizing antibodies and a panning in solution combined with a functional neutralization screening resulted in 268 in vitro neutralizing antibodies. 61 unique antibodies were further characterized as scFv-Fc with 35 produced as fully human IgG1. The best in vitro neutralizing antibody showed an estimated relative potency of 454 IU/mg and minimal effective dose 50% (MED50%) of 3.0 pM at a constant amount of DT (4x minimal cytopathic dose) in the IgG format. The targeted domains of the 35 antibodies were analyzed by immunoblot and by epitope mapping using phage display. All three DT domains (enzymatic domain, translocation domain and receptor binding domain) are targets for neutralizing antibodies. When toxin neutralization assays were performed at higher toxin dose levels, the neutralizing capacity of individual antibodies was markedly reduced but this was largely compensated for by using two or more antibodies in combination, resulting in a potency of 79.4 IU/mg in the in vivo intradermal challenge assay. These recombinant antibody combinations are candidates for further clinical and regulatory development to replace equine DAT.",1,high,high,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spatial Disparities in Coronavirus Incidence and Mortality in the United States: An Ecological Analysis as of May 2020,"PURPOSE: This ecological analysis investigates the spatial patterns of the COVID‐19 epidemic in the United States in relation to socioeconomic variables that characterize US counties. METHODS: Data on confirmed cases and deaths from COVID‐19 for 2,814 US counties were obtained from Johns Hopkins University. We used Geographic Information Systems (GIS) to map the spatial aspects of this pandemic and investigate the disparities between metropolitan and nonmetropolitan communities. Multiple regression models were used to explore the contextual risk factors of infections and death across US counties. We included population density, percent of population aged 65+, percent population in poverty, percent minority population, and percent of the uninsured as independent variables. A state‐level measure of the percent of the population that has been tested for COVID‐19 was used to control for the impact of testing. FINDINGS: The impact of COVID‐19 in the United States has been extremely uneven. Although densely populated large cities and their surrounding metropolitan areas are hotspots of the pandemic, it is counterintuitive that incidence and mortality rates in some small cities and nonmetropolitan counties approximate those in epicenters such as New York City. Regression analyses support the hypotheses of positive correlations between COVID‐19 incidence and mortality rates and socioeconomic factors including population density, proportions of elderly residents, poverty, and percent population tested. CONCLUSIONS: Knowledge about the spatial aspects of the COVID‐19 epidemic and its socioeconomic correlates can inform first responders and government efforts. Directives for social distancing and to “shelter‐in‐place” should continue to stem the spread of COVID‐19.",1,medium,medium,0,1,high,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
Gut-lung axis and dysbiosis in COVID-19,"COVID-19, a novel infectious disease, caused by SARS-CoV-2, affected millions of people around the world with a high mortality rate. Although SARS-CoV-2 mainly causes lung infection, gastrointestinal symptoms described in COVID-19 patients and detection of the viral RNA in feces of infected patients drove attentions to a possible fecal-oral transmission route of SARS-CoV-2. However, not only the viral RNA but also the infectious viral particles are required for the viral infection and no proof has been demonstrated the transmission of the infectious virus particles via the fecal-oral route yet. Growing evidence indicates the crosstalk between gut microbiota and lung, that maintains host homeostasis and disease development with the association of immune system. This gut-lung interaction may influence the COVID-19 severity in patients with extrapulmonary conditions. Severity of COVID-19 has mostly associated with old ages and underlying medical conditions. Since the diversity in the gut microbiota decreases during aging, dysbiosis could be the reason for older adults being at high risk for severe illness from COVID-19. We believe that gut microbiota contributes to the course of COVID-19 due to its bidirectional relationship with immune system and lung. Dysbiosis in gut microbiota results in gut permeability leading to secondary infection and multiple organ failure. Conversely, disruption of the gut barrier integrity due to dysbiosis may lead to translocation of SARS-CoV-2 from the lung into the intestinal lumen via circulatory and lymphatic system. This review points out the role of dysbiosis of the gut microbiota involving in sepsis, on the severity of SARS-CoV-2 infection. Additionally, this review aims to clarify the ambiguity in fecal-oral transmission of SARS- CoV-2.",1,high,high,0,0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
